"","year","model","temp","scenario","tempC"
"395",2047,"CanESM2",68.86390686,"rcp45",20.4799482555556
"396",2048,"CanESM2",68.55975342,"rcp45",20.3109741222222
"397",2049,"CanESM2",69.32363129,"rcp45",20.7353507166667
"398",2050,"CanESM2",68.57376099,"rcp45",20.3187561055556
"399",2051,"CanESM2",69.41404724,"rcp45",20.7855818
"400",2052,"CanESM2",68.34507751,"rcp45",20.1917097277778
"401",2053,"CanESM2",70.39974213,"rcp45",21.3331900722222
"402",2054,"CanESM2",70.07592011,"rcp45",21.15328895
"403",2055,"CanESM2",70.83869934,"rcp45",21.5770551888889
"404",2056,"CanESM2",69.61289978,"rcp45",20.8960554333333
"405",2057,"CanESM2",69.42058563,"rcp45",20.7892142388889
"406",2058,"CanESM2",70.6865387,"rcp45",21.4925215
"407",2059,"CanESM2",70.26686096,"rcp45",21.2593672
"408",2060,"CanESM2",69.43777466,"rcp45",20.7987637
"409",2061,"CanESM2",69.65866089,"rcp45",20.9214782722222
"410",2062,"CanESM2",71.21003723,"rcp45",21.7833540166667
"411",2063,"CanESM2",70.10014343,"rcp45",21.16674635
"412",2064,"CanESM2",71.52891541,"rcp45",21.9605085611111
"413",2035,"CCSM4",68.66621399,"rcp45",20.3701188833333
"414",2036,"CCSM4",67.10362244,"rcp45",19.5020124666667
"415",2037,"CCSM4",71.9747467,"rcp45",22.2081926111111
"416",2038,"CCSM4",69.50001526,"rcp45",20.8333418111111
"417",2039,"CCSM4",66.45449829,"rcp45",19.1413879388889
"418",2040,"CCSM4",65.9506073,"rcp45",18.8614485
"419",2041,"CCSM4",69.03034973,"rcp45",20.5724165166667
"420",2042,"CCSM4",68.69087219,"rcp45",20.3838178833333
"421",2043,"CCSM4",68.11601257,"rcp45",20.0644514277778
"422",2044,"CCSM4",71.57797241,"rcp45",21.98776245
